fecha,nivel,aisp
2021-05-28 23:10:00,0.0793,0.0
2021-05-28 23:20:00,0.0807,0.0
2021-05-28 23:30:00,0.079,0.0
2021-05-28 23:40:00,0.0817,0.0
2021-05-28 23:50:00,0.0807,0.0
2021-05-29 00:00:00,0.0793,0.0
2021-05-29 00:10:00,0.079,0.0
2021-05-29 00:20:00,0.0776,0.0
2021-05-29 00:30:00,0.0759,0.0
2021-05-29 00:40:00,0.0813,0.0
2021-05-29 00:50:00,0.0777,0.0
2021-05-29 01:00:00,0.0787,0.0
2021-05-29 01:10:00,0.0765,0.0
2021-05-29 01:20:00,0.076,0.0
2021-05-29 01:30:00,0.0753,0.0
2021-05-29 01:40:00,0.075,0.0
2021-05-29 01:50:00,0.0724,0.0
2021-05-29 02:00:00,0.0728,0.0
2021-05-29 02:10:00,0.0722,0.0
2021-05-29 02:20:00,0.0717,0.0
2021-05-29 02:30:00,0.0701,0.0
2021-05-29 02:40:00,0.0697,0.0
2021-05-29 02:50:00,0.0703,0.0
2021-05-29 03:00:00,0.0707,0.0
2021-05-29 03:10:00,0.067,0.0
2021-05-29 03:20:00,0.0683,0.0
2021-05-29 03:30:00,0.0686,0.0
2021-05-29 03:40:00,0.0692,0.0
